,u_x1,u_x2,u_x3,u_x4,u_y
2065,-1.1342782,1.7286776,-0.05993411,0.11506971,0.63334846
2066,-0.7610328,0.17474665,0.096379444,0.010469021,0.5649481
2067,2.2261164,0.26907992,0.03615996,0.117283955,0.5983442
2068,0.84192,-0.7067508,-0.06993439,-0.10375773,0.26257956
2069,-2.1235743,-0.60864943,0.15631334,-0.05398899,0.50714695
2070,-1.6536788,-0.28996503,0.036777154,-0.11508804,0.40390348
2071,0.7425832,-1.2852,-0.07069296,-0.066689156,0.40883124
2072,0.2618607,-0.17441912,-0.030878393,-0.050553616,0.51257
2073,-0.25913224,0.54519373,-0.020214817,0.040004577,0.9645444
2074,-2.7689002,0.5025892,-0.08378636,-0.10128361,0.45167065
2075,-1.9965382,1.1956764,0.037091203,0.019200936,0.30298603
2076,0.36172527,0.37893882,0.016771512,-0.16351564,0.4817425
2077,-1.6751912,0.39596128,0.0419125,0.1399257,0.54220057
2078,1.8733809,0.47129363,0.053821452,0.10697204,0.14545703
2079,0.73146546,1.0525647,-0.030696511,-0.12478467,0.9804523
2080,-1.5879114,0.13916127,0.024588281,-0.21538408,0.36909568
2081,0.445255,-2.894857,0.10201513,0.045535065,0.9530165
2082,0.53673995,-0.038304914,-0.2301379,0.06019628,0.27939475
2083,-0.6084326,0.4159045,-0.06946229,0.08999541,0.28903854
2084,1.2056372,0.458913,-0.10272018,-0.14221932,0.9357413
2085,-1.5380511,-1.2538997,-0.25808975,-0.15395312,0.93228936
2086,1.2301315,0.7424986,-0.051425595,-0.051597487,0.41588938
2087,-1.7607046,-0.32775348,-0.057523396,-0.07557448,0.56721246
2088,-1.3092259,-0.1357522,0.1011427,0.19156222,0.15166748
2089,0.9015827,0.54948,-0.075831644,0.03781527,0.8510307
2090,-0.7443175,1.546902,0.22502127,-0.057306338,0.59041154
2091,1.0200125,1.3390585,0.08306383,-0.19489409,0.10672128
2092,0.49662226,-0.6639699,0.01639137,0.092266046,0.76492965
2093,0.13697775,0.36767626,0.009145672,0.14345413,0.7857704
2094,0.6556845,-0.16484247,-0.073789805,-0.12009467,0.5960622
2095,-1.5596437,0.7683262,0.2281078,-0.06211258,0.6774651
2096,1.3711497,0.24806023,-0.17530632,0.06555874,0.8221663
2097,0.46243697,0.9133351,0.048874326,0.08908073,0.8952793
2098,-0.115393065,-0.011214326,-0.3045157,0.08739747,0.9772861
2099,0.1429359,0.16810334,0.12979485,0.056516536,0.14833212
2100,1.1092502,-0.19844371,-0.13639566,0.08332723,0.7123351
2101,-0.48738486,0.80177695,-0.18418132,0.13928176,0.6083516
2102,-0.91728216,-2.5995052,-0.015956549,0.12968051,0.4198773
2103,-0.8465932,0.9496027,-0.02080922,-0.2725267,0.43865263
2104,0.6808595,0.14500983,-0.15570503,-0.08280482,0.8689548
2105,-1.0224917,0.9514349,-0.09482927,0.032005917,0.061029553
2106,-0.5615749,-0.062060248,-0.05629909,0.004011786,0.7844739
2107,0.49229532,-1.0293154,-0.13550317,0.18717697,0.35428417
2108,-1.1642839,-1.7671385,-0.06321426,-0.12130316,0.84005797
2109,0.34099925,1.9243593,-0.052851804,-0.21647604,0.6035994
2110,0.16800421,-0.033765078,0.19546042,0.07086913,0.73781586
2111,1.4369862,-1.5453897,0.07576146,0.10339131,0.84720016
2112,1.414385,-0.11332886,0.01993247,0.19752239,0.4817108
2113,-0.5233922,0.75415957,-0.036572497,0.099683724,0.6500685
2114,1.0574431,1.138285,0.082612686,-0.33079958,0.20979261
2115,-0.6769819,-0.49798173,-0.063677005,-0.008729694,0.18209577
2116,0.02484179,0.4892487,-0.052571494,0.024003467,0.28456926
2117,0.023775605,0.31604445,-0.2001638,0.074088566,0.691358
2118,0.024047904,-0.75710475,0.09851486,0.027785981,0.46767044
2119,-0.57261765,1.1950297,-0.03507629,-0.027571855,0.5062766
2120,-0.13989586,-0.9439412,0.16021274,-0.0940031,0.27262008
2121,0.001867958,-1.3323528,-0.36215433,0.11443736,0.7797507
2122,0.08638797,-0.4972049,0.09208726,0.05983892,0.042354107
2123,-0.9830519,-0.49872234,0.02763231,0.1032382,0.45586753
2124,-1.4427943,-0.08670935,-0.034417953,-0.054143645,0.031389356
2125,0.15519124,-1.099889,0.14040326,-0.23886144,0.20164406
2126,-2.3164473,1.1825446,-0.061227124,-0.013945261,0.77329576
2127,-0.25090158,-0.53348374,-0.009234961,-0.12649733,0.05933082
2128,1.0388339,-0.7062537,-0.12334359,0.020452255,0.4758067
2129,1.4796177,-0.33514497,-0.028902365,-0.00145138,0.45354247
2130,0.88312024,-1.0417227,0.10440618,-0.1390392,0.1968261
2131,-0.5604952,-1.063197,0.03454675,-0.02716209,0.5818957
2132,1.0116541,-0.40515766,0.089878805,-0.03537172,0.4367274
2133,-0.98158324,-0.3411999,-0.012909899,0.064357236,0.68409634
2134,-0.28646734,-1.075349,0.053301882,0.016172051,0.8727393
2135,0.10664668,-1.3797679,0.30960158,0.020794945,0.5892621
2136,1.7003529,0.67506766,0.030049345,0.0063228654,0.76239955
2137,-0.9091537,-0.17071164,0.012401008,-0.034496438,0.8408253
2138,-0.13485654,-2.5121682,-0.08726383,0.02383438,0.03554976
2139,-0.5860058,-0.41079947,-0.006740346,0.03439369,0.83832884
2140,-0.9959558,0.42771295,-0.012518229,-0.19262423,0.1403178
2141,1.7467562,1.2745582,0.16824663,-0.03254747,0.42353976
2142,0.11804286,0.25766295,0.07491596,-0.17252837,0.15843284
2143,-0.5499918,-0.58294284,-0.023568498,-0.09626365,0.617368
2144,-1.259621,1.5784519,-0.056868374,-0.03559989,0.14166129
2145,-2.6707616,-0.003343653,-0.01748017,0.12766966,0.5688317
2146,0.99529916,0.33306324,-0.0251932,0.117660224,0.5294596
2147,-0.33378744,-0.5729169,0.04635949,0.08106092,0.3076967
2148,0.82993686,0.5932673,0.0030483757,0.04211205,0.93414474
2149,0.5758233,-2.5395014,-0.004070596,-0.18192892,0.398983
2150,-1.0998079,-1.0688807,-0.10720684,-0.08862822,0.19583035
2151,-1.8309629,-0.47475934,0.0015344145,0.04965685,0.17345452
2152,0.29441613,-0.3275063,-0.10367247,-0.020094363,0.078683615
2153,-0.48271215,1.1380622,-0.1960076,-0.11650487,0.5783279
2154,-0.24444307,0.13475297,0.044457145,0.093909495,0.64589775
2155,-1.4357315,-0.22484146,0.059586395,0.11247311,0.39483166
2156,1.8775561,0.69208205,0.016407361,0.011706828,0.40398443
2157,0.605179,1.1906165,-0.17468368,-0.031273868,0.63009
2158,-0.41612625,0.34618413,-0.05584231,-0.12666765,0.4038887
2159,-0.8477774,-0.5475706,-0.048987847,0.18593435,0.87478805
2160,-0.7285014,-0.7311431,-0.041296862,-0.017143695,0.7183752
2161,1.2560766,-0.09176024,-0.062480032,0.03134148,0.10457635
2162,-0.83093727,-2.1063724,0.13345887,0.116205476,0.98770165
2163,-1.3523277,0.2806293,-0.00016410089,-0.15467274,0.043344855
2164,-0.07470906,0.61770904,0.04391243,0.09122791,0.7517934
2165,-1.1732304,0.28585795,-0.023209037,0.08174931,0.95931363
2166,-0.16881269,-1.3618373,-0.03628425,-0.11242849,0.97022176
2167,0.49644476,-1.4159203,0.051109876,0.00046606833,0.34679437
2168,-1.0659348,0.27351654,0.066707574,0.08320027,0.103612065
2169,1.1002531,1.2631043,-0.12227204,0.104138985,0.3988421
2170,-0.03743773,2.1231914,-0.07452221,-0.08284125,0.54395044
2171,-0.27920994,-1.9545991,-0.006672752,0.020202268,0.88202536
2172,-0.3732438,0.92729235,0.1664469,-0.061730493,0.601586
2173,-0.87320983,-1.2337664,0.042288534,-0.20474647,0.78487813
2174,-0.12422884,-0.197014,0.13686998,0.026513508,0.16952717
2175,0.39229357,-1.2519135,-0.096699886,-0.0151471635,0.660972
2176,-1.2058235,-0.1216471,0.037691347,-0.16120324,0.3002814
2177,-0.030959243,1.0077266,0.00827072,0.0146982595,0.9336891
2178,1.1961461,0.29927072,0.1372007,-0.023758715,0.7525891
2179,0.45697567,0.4999502,-0.09892836,-0.21563701,0.28133476
2180,0.8613797,-0.52885646,-0.15175125,-0.02564731,0.0022587776
2181,0.64461875,-0.4941306,-0.053116452,0.07940862,0.50211084
2182,-1.3974153,0.26048887,0.076920934,-0.028139666,0.31891346
2183,-1.8783009,-0.61973155,-0.031451616,0.17040043,0.120803475
2184,-0.6939396,2.5636015,0.20272481,-0.042952623,0.71659017
2185,0.43707186,-0.92853534,-0.03533177,0.0068899053,0.6990441
2186,1.5334029,0.056321792,0.12271815,-0.029564535,0.06588423
2187,-0.1180397,-1.5005527,-0.040746924,0.05959189,0.43491566
2188,-0.81462026,-0.12330083,-0.17248632,0.13609703,0.45474923
2189,2.0441566,-0.9074565,0.0095825065,0.14432375,0.3947544
2190,-1.792519,0.47150302,0.09196154,-0.003472573,0.5096688
2191,-0.84960735,-1.3788279,0.20776942,-0.025782404,0.6983949
2192,0.1846031,0.15564795,-0.064583145,-0.017186968,0.5561186
2193,-0.27888155,-0.21443161,0.01634649,0.06359383,0.30852997
2194,-1.6966605,1.4039762,0.13491608,0.09719677,0.3715185
2195,0.27299294,0.55844563,-0.12084359,-0.10912346,0.80734503
2196,0.5000819,0.6472093,-0.04360002,-0.08721613,0.15201879
2197,1.3531995,2.0157256,0.18923905,0.05301496,0.2861259
2198,-1.4078012,1.1120186,0.043213494,0.098772675,0.11141336
2199,-1.0235517,1.274028,0.0027999259,-0.035131782,0.23180926
2200,1.5685277,-1.479518,-0.16499224,0.14949374,0.57531786
2201,-0.35591394,-0.7563166,0.09455242,0.13590047,0.3897457
2202,0.012884665,0.46931618,0.09957882,0.0011979191,0.23574436
2203,-0.5797121,0.9059572,0.047974586,0.10574762,0.8863665
2204,0.3461426,-0.13786505,0.09308534,-0.051302474,0.9432721
2205,0.17335477,-0.9959773,0.1808132,-0.13734311,0.28973448
2206,-0.5586693,0.8301465,0.020757208,0.112042956,0.47192776
2207,0.9883465,1.3954772,0.036883675,0.118081175,0.8240608
2208,-2.7412543,-0.7938703,-0.0587699,-0.09582291,0.37315905
2209,0.65733385,-0.19189294,-0.06165752,0.006158886,0.2933755
2210,-0.91017836,-0.70626485,-0.019319732,0.026998937,0.07686019
2211,-1.3957934,1.0010765,0.07689314,0.014495941,0.9044516
2212,-0.9355483,-1.5590451,-0.055385467,0.100507095,0.61645734
2213,0.21574609,0.20220444,0.06873776,0.13930589,0.9798354
2214,0.7381863,-1.1555198,0.053803384,0.09038148,0.8726599
2215,-0.34813616,-0.061964143,0.0034422104,0.09249701,0.71294713
2216,0.45205015,0.58936775,0.029411376,0.008988931,0.39351702
2217,1.385425,1.1446277,0.04999668,0.018370746,0.79687834
2218,-1.0142809,0.69511765,0.06087197,0.0785558,0.87800443
2219,-0.40859058,0.6036047,-0.04290642,0.007929463,0.77242696
2220,-1.9109404,-0.08979674,-0.049607456,-0.022178432,0.5557753
2221,-1.3929993,-0.99707514,0.22814243,0.169711,0.25381386
2222,-1.0699208,-0.13973744,-0.15284725,-0.044633012,0.44830894
2223,-0.54022896,-1.5469992,-0.015978765,-0.10008764,0.9637865
2224,-0.62447524,-2.0663114,-0.031891692,0.07208671,0.7187418
2225,-2.3317842,0.1674227,-0.101293445,-0.071650654,0.015853167
2226,-1.104268,-0.07788122,-0.025946349,0.20920812,0.46719098
2227,0.7974426,-0.06817467,0.008130944,0.033624053,0.39486587
2228,0.29861894,-0.19194163,0.13641034,0.07588334,0.63254917
2229,0.760604,0.08112236,-0.011525321,-0.027433632,0.83584464
2230,1.485515,0.07242068,-0.09240807,-0.013414103,0.98587525
2231,1.4453481,0.8588565,0.0029532209,0.027107483,0.704805
2232,0.6505228,-0.72643596,-0.05299985,-0.047555383,0.7260847
2233,-0.09695699,0.28705376,-0.0014811152,0.12909,0.76963997
2234,0.44636723,-1.0756409,-0.06745936,-0.061169572,0.06532085
2235,-0.65989864,-0.5585987,0.113036804,0.016873617,0.9837334
2236,-0.8721219,-0.009190358,-0.15094608,0.047590267,0.20326531
2237,-0.14418626,-1.3826493,0.030818019,-0.055010267,0.12501323
2238,-0.6228495,-0.6910855,0.10303324,0.025465453,0.02020514
2239,1.5579575,0.4870061,0.058032114,-0.09436389,0.39469993
2240,0.47020102,0.8763742,0.12365732,0.014806829,0.1179775
2241,0.3965137,-0.52262026,0.0060301577,-0.09808105,0.16853476
2242,0.90384984,0.4430613,-0.09360071,0.10247687,0.86855173
2243,0.90145624,0.77266836,-0.11246323,0.054589033,0.3250903
2244,-2.0703173,-1.0324479,0.033844586,0.05280431,0.5548899
2245,-0.91924036,0.17422906,0.09297865,0.063775435,0.945498
2246,-1.1182528,-0.35023957,-0.029480983,-0.16715002,0.33510375
2247,-1.3024172,-0.19715507,-0.25797465,0.05178538,0.30520988
2248,-0.6441328,-0.72657484,0.056142498,-0.082671314,0.89930654
2249,0.8484365,-0.006383817,0.07893642,0.1401972,0.35512912
2250,-0.86248153,0.4019936,0.075437084,0.20873545,0.59150434
2251,1.3782612,-1.2122058,-0.08454619,-0.024630582,0.72255754
2252,-1.8018165,-0.79632306,-0.20258355,0.050833613,0.48564827
2253,-1.2010609,-1.0221622,0.084552065,0.015209175,0.46609092
2254,-0.74291766,-0.2351707,0.07684424,0.097555816,0.7746856
2255,0.8688945,0.16467784,-0.048341427,0.07321806,0.09998119
2256,0.45041248,0.41799778,0.010896486,-0.027303094,0.4402839
2257,-0.49411678,-0.76057744,0.021411894,0.08066851,0.19236887
2258,0.43954286,-0.255599,0.03767938,0.03861217,0.13923955
2259,0.73524255,-1.2971679,-0.04814089,0.06427598,0.014511824
2260,0.46156493,-0.9948277,0.022938604,0.08693898,0.44810438
2261,0.52357364,0.52042884,-0.0057705897,-0.053424668,0.033609867
2262,-2.5273247,1.3982724,0.04037663,-0.13249151,0.09253657
2263,-1.292565,1.6520317,0.015378147,0.022843944,0.3556912
2264,0.5582092,0.21823946,-0.18536769,-0.056680936,0.0012629032
2265,-1.5419283,0.51704,-0.05464011,-0.12389177,0.029362202
2266,0.8012409,0.80186266,0.08759561,-0.006835498,0.5902865
2267,-0.86951727,-1.1395766,0.06675007,0.06470144,0.30852962
2268,-1.3417715,-0.858359,-0.13829379,0.09738006,0.059447527
2269,0.18617198,0.5188901,-0.13222025,-0.04364715,0.40706444
2270,0.1786629,0.14018811,0.029006679,0.07098769,0.94730353
2271,-1.338282,0.91628116,0.14006567,0.19291033,0.29595685
2272,-0.3125868,-0.113749,0.023685552,-0.0028254099,0.2078985
2273,-0.5015827,-0.72467005,0.049636774,-0.004134506,0.6877756
2274,-0.66109943,2.2667973,0.029054333,-0.02758092,0.52755094
2275,-0.46188152,-0.3948739,0.03299458,0.028613532,0.29174304
2276,-0.6576735,0.18487693,-0.035512358,-0.02249043,0.45115554
2277,-3.0788674,0.41732967,0.013465377,0.10528951,0.8032671
2278,1.5482447,2.7208517,0.13218205,-0.1868153,0.9187771
2279,-1.4096242,0.9267344,-0.07422185,-0.0022434322,0.31058288
2280,0.47611082,-0.17892478,-0.028143365,-0.012874736,0.75229275
2281,0.029454483,-0.26492694,-0.16345684,-0.077031866,0.30980134
2282,-0.892047,2.0620587,0.14478092,0.12149755,0.38475502
2283,-0.50865424,2.011894,0.160977,-0.066869766,0.024325013
2284,2.212192,1.7638154,-0.07856591,-0.020080917,0.83217597
2285,-1.9602535,0.96761113,-0.11988199,-0.20932706,0.41216838
2286,-0.25862116,0.32171494,0.06198578,0.049944337,0.58786297
2287,1.8497036,0.69556934,0.05290876,-0.20273219,0.24986064
2288,0.38667715,1.5006019,-0.0012409664,0.03148127,0.08706808
2289,0.1698747,-0.031945217,0.17746995,-0.18318212,0.64774644
2290,0.3883853,0.16799998,-0.05057497,-0.25741908,0.5836123
2291,0.68883073,-0.03440132,0.08473736,0.138845,0.15609479
2292,-0.7506568,-1.0194257,0.0575836,0.0011728768,0.03980267
2293,1.123098,-0.46276805,-0.10280476,0.0041275225,0.02758801
2294,1.3306013,-1.4056544,0.10755154,-0.10692134,0.50139713
2295,1.6080018,1.1535853,-0.07993667,-0.08218245,0.699775
2296,-0.63687986,-0.46462035,-0.033419594,-0.08523219,0.3105476
2297,0.86235696,-0.02106693,-0.042257052,-0.10307034,0.94395137
2298,-0.1952853,-0.5294284,-0.060973085,0.018998507,0.83689404
2299,-0.54771847,-0.14381157,-0.03727021,0.07313078,0.75463104
2300,2.2360778,-0.4417706,-0.035202157,0.024151485,0.1977228
2301,-0.77327925,-1.5076028,0.14219742,0.20011011,0.90693605
2302,-0.1420347,-0.090189174,-0.024666933,0.03734186,0.5765519
2303,1.3625176,-0.5249308,0.16871843,0.084675334,0.28659177
2304,-0.04621531,1.4914243,-0.057647895,0.03293596,0.22670531
2305,-0.887083,0.9318419,0.009390644,-0.036563393,0.26651132
2306,-1.1392992,0.47776744,0.050548602,0.035869885,0.07307184
2307,0.8858824,1.1541171,0.007976196,0.12963745,0.47980618
2308,-0.749333,-1.5076791,0.061176468,0.10723676,0.72108996
2309,-0.68474954,-0.19632062,-0.118788354,-0.15391998,0.1456871
2310,0.42699566,0.95162135,0.027815301,-0.20535076,0.7164655
2311,2.010104,-0.3286185,0.10177197,-0.10131031,0.70193315
2312,-0.8591402,-0.98905104,-0.12061471,0.14352697,0.17821324
2313,0.21479777,1.0367526,0.006353795,-0.11859665,0.4216801
2314,1.777431,-1.4776236,0.011150221,-0.050721318,0.9084182
2315,-0.36113977,1.0323668,0.078852184,-0.06755498,0.7470828
2316,0.023853319,-0.78063583,-0.13114801,0.04988105,0.81117713
2317,-0.6276053,-0.22680327,0.0033659388,0.06225018,0.24501622
2318,0.025210042,0.3089837,0.020481305,-0.08394088,0.5159285
2319,-0.9285164,0.91676354,0.09786638,-0.059227195,0.48720515
2320,0.1789981,0.19666137,-0.096048646,-0.04462367,0.9597614
2321,-0.63946074,1.3632665,0.29232547,-0.005607084,0.07508004
2322,0.64486563,-0.10897583,-0.06023688,-0.171452,0.305014
2323,0.77056646,0.032391727,-0.04070459,0.10086286,0.74786854
2324,-2.6218364,1.0588758,0.089116015,-0.039941188,0.8884628
2325,-0.2213115,-2.0146914,-0.04532249,-0.1269937,0.9511591
2326,0.23154506,-1.7893785,-0.098190345,0.043855377,0.46690083
2327,0.61407876,-0.171282,-0.086369626,0.0004428802,0.5103549
2328,0.083138674,-0.07797682,0.021929044,-0.0022573608,0.4934634
2329,-1.2872002,0.077807635,0.0022841857,0.03703443,0.014479995
2330,0.2712047,0.6479157,-0.093411535,0.08526535,0.63161445
2331,0.6451202,0.4940153,0.1562017,-0.17521958,0.73722327
2332,1.719191,-2.0597987,0.006425117,-0.044693135,0.7125827
2333,-0.87299645,-0.15799406,0.033370543,-0.07642621,0.757066
2334,0.6105538,2.0732012,-0.1451306,-0.11495961,0.22082436
2335,-0.7963834,1.7744846,-0.163498,-0.09408613,0.0833323
2336,-0.6254749,0.3887017,0.0029352242,-0.096433625,0.15096748
2337,-0.16856022,2.1171305,-0.0815018,-0.10444931,0.41091216
2338,-0.9758758,-0.4503399,0.026994599,-0.12372767,0.21941471
2339,-0.2968524,0.22836675,-0.01884949,-0.112246625,0.60509324
2340,1.1480409,0.027891045,0.19096889,-0.16656168,0.6640122
2341,0.848661,-0.69051886,-0.023994194,0.04139599,0.15493941
2342,-0.19249502,0.6964016,-0.025162417,-0.045631655,0.17487192
2343,-0.49776697,-1.1050483,0.13418616,-0.10394259,0.4621688
2344,-1.5740457,0.31565464,0.107013665,-0.06736616,0.27968204
2345,1.0337393,1.4964849,-0.049029656,-0.012890314,0.93543315
2346,-0.37875214,-0.91705185,-0.08805801,0.16753124,0.9072914
2347,1.1401439,1.8980111,-0.2756652,0.0617939,0.4829018
2348,1.4297359,0.42747393,0.00074776495,-0.06767016,0.90559983
2349,-0.70806324,-0.3375807,-0.17486918,-0.09843361,0.33541977
2350,0.8474335,0.1485414,0.15488732,-0.12353813,0.8674184
2351,2.6427052,-0.78306115,0.015961194,0.044089135,0.941414
2352,-1.4934332,1.7961997,0.11516094,-0.07322429,0.55402386
2353,0.07197968,-1.8817194,-0.20731716,-0.028719967,0.3853296
2354,1.9347934,1.7479625,-0.115632,0.085719414,0.23630989
2355,-0.555396,-0.59340113,-0.10331881,-0.025758684,0.36807775
2356,-1.244287,0.2608178,-0.018010026,-0.025680078,0.8173276
2357,0.28257835,-1.5376825,0.0967259,-0.12911025,0.30818367
2358,-1.9114658,0.24581228,0.027905008,0.06357071,0.15571868
2359,-0.074322216,2.1840932,0.10237932,0.03264035,0.6966834
2360,0.31890982,0.084987976,0.10400069,-0.0052167405,0.8044878
2361,-1.5958135,-0.56372494,0.17277265,0.06348052,0.41022885
2362,-0.96883094,-0.090175666,0.09304663,0.010988472,0.41319287
2363,1.0227486,0.52369666,0.1460065,-0.10354414,0.9846356
2364,-0.26751298,1.5791003,0.07880363,0.12623529,0.9439862
2365,0.40777948,-0.530677,0.03397682,-0.08985042,0.50252974
2366,0.3053253,-1.1784734,0.0308429,-0.11876712,0.46573102
2367,-0.46603054,1.2948458,-0.051825073,0.08996968,0.1791271
2368,-1.7545364,-0.7200785,-0.10129044,0.10020155,0.40118968
2369,0.47305143,-1.4447134,-0.0020646406,-0.0360149,0.31254435
2370,0.9760565,1.2713401,-0.140955,-0.22547923,0.8587856
2371,1.1074625,0.33146667,0.10779488,0.11770622,0.36388767
2372,-0.050346136,0.55509853,0.21135727,-0.18336897,0.9294431
2373,-0.048972294,-0.11139202,-0.07858043,0.032467753,0.98141766
2374,0.36117023,-1.7635374,-0.050450046,0.09477721,0.110779524
2375,1.629681,-1.1145834,0.114978515,-0.04352445,0.6002089
2376,-0.98275346,-0.989537,0.098379746,0.05242266,0.66583884
2377,-1.7476724,0.4187694,-0.013994142,-0.015585981,0.18277562
2378,0.9726298,0.29933858,-0.17883615,-0.053068187,0.68910956
2379,-1.064857,-0.45279843,0.021166114,0.08933834,0.050180554
2380,-1.7879951,1.1650932,0.10753721,-0.008758071,0.044127822
2381,-0.4760206,0.67449963,-0.08551242,0.021937247,0.9429623
2382,-0.075776145,0.9655279,-0.07812877,-0.07876278,0.2781911
2383,0.5962573,-0.23839068,0.07550319,0.0014391424,0.7740382
2384,-0.75834715,-0.33191672,-0.17322858,0.021561397,0.035568714
2385,-0.26153153,0.8015314,-0.06788116,-0.07946698,0.58474505
2386,0.15512079,0.7548765,0.0008313457,0.046301033,0.226668
2387,-0.7572465,-1.1942585,-0.030489031,-0.020330114,0.18645144
2388,0.02428852,2.6611917,-0.06347176,0.008661351,0.37675703
2389,-1.3341464,1.4482508,-0.06261393,0.12632489,0.7125298
2390,-0.3639872,-0.38338196,-0.10400764,-0.14591905,0.27430224
2391,0.75763327,1.0694727,-0.0968635,0.07011288,0.4153067
2392,-0.5492589,-1.5217696,-0.09321632,0.03761619,0.3519373
2393,2.4505677,-0.9886739,0.16100267,0.0044773687,0.007977486
2394,-0.10185058,-1.0325116,-0.09406493,0.00818383,0.17315161
2395,0.98186016,0.79878086,-0.050975095,0.27543828,0.74849033
2396,-0.2521115,-0.1675701,0.0020486657,0.20735727,0.886194
2397,1.3639494,-0.3078241,-0.004788483,0.05249509,0.4770267
2398,-1.7588562,2.1185124,0.06375053,-0.023369245,0.58058465
